event_date,member_id,campaign_product,campaign_cosa,converted_product,converted_cosa,campaign_nm,conversion_channel_nm,quote_start_qty,quote_complete_qty,app_start_qty,app_complete_qty,prod_acq_qty,impression_qty,click_qty,campaign_funding_source
2025-03-27,ODI3NTQyMjU=,Consumer Loans,P&C,Credit Card,Bank,P&C_Renters_Campaign_2,Offline,47,35,25,15,Paid Display,112,75,Bank Homeowners
2025-03-05,MTc5NzMxMTY=,Homeowners,Bank,Renters,P&C,P&C_Renters_Campaign_1,Offline,45,31,22,19,Direct Mail,126,69,Bank Renters
2025-04-19,NzEyMjY1Mjk=,Homeowners,P&C,Renters,P&C,Bank_Deposits_Campaign_2,Mobile,43,31,22,10,Paid Display,143,63,P&C Credit Card
2025-03-21,ODIzMTgxNzQ=,Deposits,Bank,Renters,Bank,P&C_Homeowners_Campaign_2,Offline,41,32,22,19,Paid Search,182,65,P&C Credit Card
2025-04-15,MTQ4MDU0NTA=,Deposits,Bank,Credit Card,P&C,P&C_Renters_Campaign_1,Mobile,47,36,27,14,Direct Mail,154,66,Bank Renters
2025-02-17,Mzk1MjY3NjU=,Auto Insurance,P&C,Renters,P&C,P&C_Auto Insurance_Campaign_1,Internet,46,37,24,18,Direct Mail,184,64,P&C Consumer Loans
2025-02-07,NDU5ODQzNDE=,Consumer Loans,P&C,Consumer Loans,P&C,Bank_Credit Card_Campaign_1,Internet,43,33,22,15,Email,138,64,Bank Deposits
2025-04-23,NDQwNTAzMjA=,Homeowners,P&C,Credit Card,P&C,Bank_Consumer Loans_Campaign_2,Mobile,49,38,23,16,Email,124,78,Bank Renters
2025-02-04,NjgwMTM0MTg=,Credit Card,P&C,Consumer Loans,P&C,P&C_Auto Insurance_Campaign_1,Mobile,44,36,22,17,Direct Mail,165,74,P&C Consumer Loans
2025-03-31,MTIwMzc4ODM=,Consumer Loans,Bank,Consumer Loans,Bank,P&C_Homeowners_Campaign_2,Offline,45,32,29,14,Paid Social,126,70,Bank Credit Card
2025-03-10,OTgwMzY3NTY=,Auto Insurance,P&C,Deposits,Bank,P&C_Auto Insurance_Campaign_2,Internet,42,34,21,13,Direct Mail,181,78,P&C Renters
2025-04-23,Mjc4NjY3Nzk=,Homeowners,Bank,Credit Card,P&C,Bank_Deposits_Campaign_1,Offline,40,32,26,15,Paid Display,188,65,Bank Credit Card
2025-02-27,MTIwMzc4ODM=,Credit Card,Bank,Homeowners,Bank,Bank_Consumer Loans_Campaign_2,Internet,49,37,25,16,Paid Display,182,78,Bank Deposits
2025-05-03,ODgxMzMzMzU=,Auto Insurance,P&C,Deposits,Bank,P&C_Renters_Campaign_2,Internet,41,32,27,12,Direct Mail,128,69,P&C Consumer Loans
2025-03-29,MTM0NDQxMjM=,Renters,P&C,Homeowners,Bank,Bank_Credit Card_Campaign_1,Internet,42,34,28,13,Email,167,68,Bank Credit Card
2025-04-20,NjQ3MjI1MjE=,Homeowners,P&C,Homeowners,P&C,Bank_Credit Card_Campaign_1,Mobile,45,31,28,12,Email,128,64,P&C Credit Card
2025-02-25,MTAxNzM4OTg=,Homeowners,P&C,Credit Card,P&C,Bank_Credit Card_Campaign_1,Offline,47,33,27,17,Direct Mail,111,75,Bank Consumer Loans
2025-03-16,ODIzMTgxNzQ=,Credit Card,Bank,Credit Card,Bank,Bank_Credit Card_Campaign_1,Offline,40,32,20,15,Paid Search,100,70,Bank Renters
2025-04-18,Njk3NDM0MTc=,Auto Insurance,P&C,Auto Insurance,Bank,Bank_Deposits_Campaign_2,Internet,42,34,29,15,Paid Social,191,63,Bank Auto Insurance
2025-04-07,ODMwNzcyMTc=,Credit Card,P&C,Renters,Bank,P&C_Auto Insurance_Campaign_2,Mobile,47,39,21,11,Email,157,78,P&C Deposits
2025-04-26,MTc5NzMxMTY=,Consumer Loans,P&C,Consumer Loans,Bank,Bank_Credit Card_Campaign_2,Mobile,45,31,24,13,Email,150,78,P&C Auto Insurance
2025-03-03,MTQ4MDU0NTA=,Auto Insurance,Bank,Consumer Loans,Bank,P&C_Homeowners_Campaign_2,Offline,45,31,25,12,Paid Search,111,61,P&C Auto Insurance
2025-02-17,OTQ4NzY4Mzg=,Auto Insurance,P&C,Deposits,P&C,Bank_Credit Card_Campaign_2,Offline,44,33,28,19,Email,86,76,P&C Consumer Loans
2025-03-12,MTc5NzMxMTY=,Credit Card,Bank,Renters,Bank,Bank_Credit Card_Campaign_2,Internet,46,31,28,13,Direct Mail,168,77,P&C Credit Card
2025-03-15,NDU5NTI4MzQ=,Homeowners,Bank,Consumer Loans,Bank,Bank_Credit Card_Campaign_1,Offline,47,36,29,14,Direct Mail,144,80,P&C Renters
2025-04-07,NzIzOTY1ODU=,Homeowners,P&C,Renters,P&C,P&C_Renters_Campaign_2,Offline,46,32,29,14,Direct Mail,138,65,Bank Deposits
2025-03-07,MjczMDc2OTI=,Consumer Loans,P&C,Credit Card,Bank,P&C_Auto Insurance_Campaign_2,Offline,45,30,26,16,Email,192,65,Bank Auto Insurance
2025-02-11,NDQwNTAzMjA=,Homeowners,P&C,Homeowners,P&C,Bank_Credit Card_Campaign_1,Offline,49,31,24,10,Paid Social,96,71,P&C Auto Insurance
2025-04-06,MjczNDEwMTA=,Homeowners,Bank,Homeowners,P&C,Bank_Consumer Loans_Campaign_1,Internet,43,39,22,11,Direct Mail,121,79,P&C Renters
2025-05-03,MjAxODIzMjM=,Renters,Bank,Renters,P&C,Bank_Deposits_Campaign_2,Offline,44,38,20,17,Paid Social,199,67,Bank Auto Insurance
2025-02-26,MjczMDc2OTI=,Consumer Loans,P&C,Deposits,Bank,Bank_Consumer Loans_Campaign_1,Internet,48,30,22,12,Paid Social,150,68,Bank Credit Card
2025-04-26,MTM2NzI0ODA=,Homeowners,Bank,Renters,Bank,P&C_Renters_Campaign_2,Mobile,42,34,27,18,Paid Display,137,78,P&C Credit Card
2025-02-12,Nzk2MDI2ODE=,Renters,P&C,Renters,Bank,Bank_Consumer Loans_Campaign_2,Mobile,49,33,24,14,Paid Display,127,69,Bank Renters
2025-04-25,MzMyNDY5MTE=,Deposits,P&C,Renters,P&C,P&C_Homeowners_Campaign_2,Offline,45,32,20,18,Paid Display,138,74,Bank Homeowners
2025-04-20,ODM5MzcyNDA=,Renters,P&C,Credit Card,P&C,Bank_Consumer Loans_Campaign_1,Mobile,48,37,23,12,Paid Social,108,78,P&C Auto Insurance
2025-04-20,MzQ1MzI4NDU=,Credit Card,Bank,Credit Card,Bank,P&C_Renters_Campaign_2,Offline,40,31,28,17,Email,148,78,Bank Credit Card
2025-04-06,NTk0MDc0MzU=,Homeowners,Bank,Auto Insurance,P&C,P&C_Auto Insurance_Campaign_1,Internet,42,39,20,12,Paid Search,186,62,Bank Renters
2025-02-23,MzY5MTMxMzM=,Consumer Loans,P&C,Deposits,Bank,P&C_Auto Insurance_Campaign_2,Mobile,46,32,28,15,Paid Search,137,65,P&C Renters
2025-02-16,MzY5MTMxMzM=,Homeowners,Bank,Deposits,P&C,Bank_Credit Card_Campaign_2,Mobile,44,30,27,11,Paid Search,99,67,Bank Deposits
2025-05-02,ODU5NDY2OTM=,Consumer Loans,Bank,Homeowners,Bank,Bank_Deposits_Campaign_2,Internet,47,32,29,14,Direct Mail,118,68,P&C Renters
2025-03-24,MjQ1NDg3ODk=,Renters,Bank,Deposits,Bank,Bank_Deposits_Campaign_1,Mobile,40,36,28,17,Paid Display,125,78,P&C Consumer Loans
2025-04-12,MTQxODA4NzA=,Credit Card,Bank,Renters,Bank,Bank_Deposits_Campaign_1,Offline,47,38,21,17,Paid Display,125,67,Bank Auto Insurance
2025-04-08,MzE2NTE2MzU=,Renters,Bank,Renters,P&C,P&C_Auto Insurance_Campaign_1,Mobile,45,31,22,17,Email,129,71,Bank Credit Card
2025-03-12,OTUyMTE4MTg=,Deposits,P&C,Consumer Loans,Bank,Bank_Consumer Loans_Campaign_2,Mobile,40,33,25,19,Paid Social,117,74,P&C Credit Card
2025-04-12,MzUwMjE1MjE=,Auto Insurance,Bank,Deposits,Bank,Bank_Deposits_Campaign_1,Offline,45,36,22,13,Email,187,79,P&C Auto Insurance
2025-04-11,NTA3MjQ2OTQ=,Auto Insurance,Bank,Homeowners,P&C,P&C_Renters_Campaign_2,Offline,41,31,21,14,Paid Display,121,60,P&C Auto Insurance
2025-02-12,MjUzMzM3Mzc=,Deposits,Bank,Renters,Bank,Bank_Deposits_Campaign_2,Internet,40,34,27,18,Email,187,80,Bank Consumer Loans
2025-04-22,MjExMTc4NzU=,Auto Insurance,P&C,Renters,Bank,P&C_Renters_Campaign_1,Internet,46,33,24,12,Email,122,68,Bank Consumer Loans
2025-03-02,OTUyMTE4MTg=,Homeowners,Bank,Auto Insurance,Bank,Bank_Credit Card_Campaign_2,Offline,46,38,28,17,Paid Search,144,72,Bank Deposits
2025-03-28,MjgxNDcxNzQ=,Credit Card,Bank,Credit Card,Bank,Bank_Deposits_Campaign_1,Offline,49,33,28,18,Paid Display,148,66,Bank Auto Insurance
2025-02-07,MTEwNDU4MTY=,Auto Insurance,Bank,Auto Insurance,Bank,Bank_Credit Card_Campaign_1,Internet,45,35,23,13,Paid Social,150,64,P&C Credit Card
2025-03-05,MzE1MDgyMTQ=,Deposits,Bank,Deposits,P&C,P&C_Auto Insurance_Campaign_1,Internet,43,36,21,16,Email,192,75,P&C Credit Card
2025-04-13,ODIzMTgxNzQ=,Consumer Loans,Bank,Homeowners,Bank,Bank_Deposits_Campaign_1,Mobile,44,32,22,16,Paid Social,190,76,Bank Auto Insurance
2025-03-27,MTAxNzM4OTg=,Homeowners,P&C,Deposits,Bank,Bank_Deposits_Campaign_1,Mobile,44,33,29,11,Paid Search,102,65,Bank Consumer Loans
2025-04-05,NzAxNzMwNjU=,Renters,Bank,Renters,P&C,Bank_Consumer Loans_Campaign_1,Offline,49,35,22,18,Direct Mail,184,79,Bank Credit Card
2025-04-04,Njc0NTQzODg=,Deposits,P&C,Deposits,P&C,P&C_Homeowners_Campaign_1,Offline,44,31,24,13,Paid Search,106,70,Bank Credit Card
2025-04-19,MjAxODIzMjM=,Renters,P&C,Renters,P&C,P&C_Auto Insurance_Campaign_2,Internet,44,35,22,19,Paid Social,161,62,P&C Auto Insurance
2025-02-09,Mjc4NjY3Nzk=,Deposits,P&C,Homeowners,Bank,P&C_Auto Insurance_Campaign_2,Internet,48,38,29,17,Email,162,63,P&C Deposits
2025-02-11,OTUyMTE4MTg=,Consumer Loans,P&C,Renters,P&C,P&C_Homeowners_Campaign_2,Offline,44,37,25,13,Paid Display,140,68,P&C Credit Card
2025-04-18,NDg2NTU1MTc=,Auto Insurance,P&C,Credit Card,Bank,P&C_Auto Insurance_Campaign_1,Mobile,41,33,22,19,Paid Social,140,80,P&C Consumer Loans
2025-02-15,MTU5OTAyNTk=,Auto Insurance,Bank,Credit Card,Bank,Bank_Consumer Loans_Campaign_1,Mobile,47,30,28,13,Email,190,68,Bank Consumer Loans
2025-02-18,Mzc4OTQzNTM=,Credit Card,P&C,Auto Insurance,P&C,Bank_Consumer Loans_Campaign_2,Offline,42,32,21,18,Direct Mail,147,77,P&C Homeowners
2025-02-09,MTAxNzM4OTg=,Credit Card,Bank,Auto Insurance,Bank,Bank_Deposits_Campaign_2,Offline,46,37,26,15,Email,160,62,P&C Homeowners
2025-04-17,OTgwMzY3NTY=,Deposits,Bank,Homeowners,Bank,P&C_Auto Insurance_Campaign_1,Offline,41,38,22,19,Email,193,62,P&C Auto Insurance
2025-03-01,NDg2NTU1MTc=,Deposits,Bank,Deposits,Bank,Bank_Consumer Loans_Campaign_1,Internet,49,39,26,15,Paid Social,99,63,Bank Homeowners
2025-02-05,NjQ3MjI1MjE=,Auto Insurance,P&C,Renters,Bank,Bank_Credit Card_Campaign_1,Internet,40,34,23,13,Paid Search,148,62,Bank Deposits
2025-02-12,NTk0MDc0MzU=,Credit Card,Bank,Consumer Loans,P&C,Bank_Deposits_Campaign_2,Mobile,41,30,25,10,Paid Search,100,63,P&C Consumer Loans
2025-02-16,OTgwMzY3NTY=,Homeowners,Bank,Homeowners,Bank,Bank_Consumer Loans_Campaign_2,Mobile,46,38,22,13,Email,98,73,Bank Credit Card
2025-02-28,ODMwNzcyMTc=,Auto Insurance,P&C,Renters,Bank,P&C_Homeowners_Campaign_1,Internet,44,31,21,10,Email,120,74,Bank Credit Card
2025-04-27,ODUyNzIxNDY=,Deposits,P&C,Homeowners,Bank,P&C_Auto Insurance_Campaign_1,Internet,49,31,25,14,Paid Search,86,65,P&C Deposits
2025-03-22,ODUzMDIwMDA=,Deposits,Bank,Credit Card,Bank,P&C_Renters_Campaign_1,Internet,43,30,24,18,Email,83,67,P&C Renters
2025-04-04,MzgwNzAzMjM=,Deposits,P&C,Consumer Loans,Bank,P&C_Renters_Campaign_1,Offline,40,39,22,15,Direct Mail,187,65,Bank Homeowners
2025-02-11,Mjc4MjkzMzI=,Homeowners,Bank,Homeowners,Bank,P&C_Renters_Campaign_1,Mobile,49,37,25,11,Direct Mail,122,61,P&C Credit Card
2025-02-17,ODcwNTgxODA=,Consumer Loans,Bank,Homeowners,Bank,P&C_Renters_Campaign_2,Internet,40,30,22,16,Email,137,60,Bank Deposits
2025-02-22,MTgxMjEyMzc=,Consumer Loans,P&C,Credit Card,P&C,P&C_Homeowners_Campaign_2,Offline,46,34,28,11,Paid Display,161,67,Bank Auto Insurance
2025-03-30,Mzc4OTQzNTM=,Credit Card,P&C,Credit Card,P&C,P&C_Homeowners_Campaign_2,Internet,47,34,21,17,Direct Mail,186,68,Bank Auto Insurance
2025-03-17,MjgxNDcxNzQ=,Credit Card,Bank,Homeowners,Bank,P&C_Homeowners_Campaign_1,Internet,43,35,21,12,Paid Display,193,80,Bank Deposits
2025-02-04,ODUyNzIxNDY=,Consumer Loans,P&C,Renters,P&C,Bank_Consumer Loans_Campaign_1,Mobile,40,37,29,11,Direct Mail,85,79,Bank Renters
2025-03-04,OTU4NjgwMTM=,Deposits,Bank,Credit Card,Bank,P&C_Renters_Campaign_1,Mobile,44,37,22,10,Paid Display,120,64,Bank Credit Card
2025-02-28,ODg0MzM4NDM=,Auto Insurance,Bank,Deposits,P&C,P&C_Homeowners_Campaign_1,Internet,47,36,27,12,Paid Display,106,79,P&C Homeowners
2025-02-10,Mzk3NTQxMjE=,Renters,P&C,Auto Insurance,Bank,Bank_Deposits_Campaign_1,Offline,48,32,22,13,Paid Social,181,67,P&C Consumer Loans
2025-03-05,NDQwNTAzMjA=,Credit Card,P&C,Deposits,P&C,P&C_Auto Insurance_Campaign_2,Mobile,42,34,26,10,Direct Mail,125,78,P&C Renters
2025-04-09,OTQ0Mjk1OTQ=,Consumer Loans,Bank,Renters,P&C,P&C_Homeowners_Campaign_1,Mobile,48,39,26,18,Email,134,67,Bank Credit Card
2025-04-22,MzE1MDgyMTQ=,Auto Insurance,P&C,Consumer Loans,Bank,Bank_Credit Card_Campaign_2,Mobile,46,30,26,11,Direct Mail,95,75,P&C Renters
2025-02-10,ODcwNTgxODA=,Auto Insurance,P&C,Homeowners,Bank,Bank_Credit Card_Campaign_2,Internet,44,37,20,15,Paid Search,102,65,Bank Consumer Loans
2025-02-25,NzMwMDU0MTM=,Credit Card,Bank,Consumer Loans,Bank,P&C_Auto Insurance_Campaign_1,Mobile,41,30,29,17,Direct Mail,158,62,P&C Renters
2025-02-04,NDQ0MTQ1Mjk=,Consumer Loans,P&C,Credit Card,Bank,Bank_Deposits_Campaign_2,Internet,43,33,28,10,Email,165,60,Bank Homeowners
2025-03-17,NDQ3OTM5Mjg=,Consumer Loans,Bank,Homeowners,P&C,P&C_Renters_Campaign_2,Offline,46,34,21,11,Paid Social,146,71,P&C Homeowners
2025-03-15,MTMyNzI1NjE=,Credit Card,P&C,Homeowners,P&C,P&C_Renters_Campaign_1,Internet,45,34,28,17,Paid Social,163,79,P&C Deposits
2025-02-03,ODU5NDY2OTM=,Auto Insurance,Bank,Auto Insurance,P&C,Bank_Deposits_Campaign_2,Mobile,41,31,21,11,Paid Display,102,79,Bank Credit Card
2025-04-21,MTIwMzc4ODM=,Homeowners,P&C,Deposits,P&C,P&C_Renters_Campaign_2,Mobile,47,37,27,18,Paid Search,161,80,P&C Renters
2025-02-23,MjUzMzM3Mzc=,Auto Insurance,P&C,Consumer Loans,Bank,Bank_Credit Card_Campaign_1,Internet,45,32,22,16,Paid Social,118,69,Bank Auto Insurance
2025-03-27,NDQ5MDI5NTU=,Consumer Loans,P&C,Deposits,Bank,Bank_Consumer Loans_Campaign_2,Internet,41,36,28,17,Paid Display,195,77,P&C Deposits
2025-04-17,NDU5NTI4MzQ=,Consumer Loans,P&C,Credit Card,Bank,P&C_Homeowners_Campaign_2,Internet,46,34,23,19,Paid Search,133,67,Bank Renters
2025-04-09,ODIxOTE0NzA=,Auto Insurance,P&C,Auto Insurance,Bank,P&C_Renters_Campaign_2,Mobile,47,30,26,16,Paid Display,170,60,Bank Consumer Loans
2025-04-11,NTk2ODA3MDg=,Deposits,P&C,Homeowners,P&C,Bank_Credit Card_Campaign_2,Internet,47,35,29,10,Paid Search,155,74,P&C Homeowners
2025-02-18,Mjg4NDkxOTk=,Deposits,P&C,Auto Insurance,Bank,P&C_Auto Insurance_Campaign_2,Internet,42,30,22,17,Paid Display,156,68,Bank Auto Insurance
2025-04-08,MTU5OTAyNTk=,Homeowners,Bank,Renters,P&C,P&C_Auto Insurance_Campaign_1,Mobile,46,35,27,19,Paid Search,186,71,P&C Credit Card
2025-03-05,MjExMTc4NzU=,Renters,P&C,Auto Insurance,P&C,Bank_Consumer Loans_Campaign_2,Mobile,42,37,20,14,Direct Mail,180,74,Bank Credit Card
2025-04-24,OTk1NTQ2Mjg=,Renters,Bank,Consumer Loans,P&C,Bank_Consumer Loans_Campaign_2,Mobile,40,32,26,12,Email,91,70,P&C Credit Card
2025-02-27,OTYxNjg2Nzg=,Renters,P&C,Auto Insurance,Bank,Bank_Credit Card_Campaign_2,Offline,47,34,29,18,Paid Social,102,79,Bank Renters
2025-04-13,NjM4MzEzNzU=,Renters,Bank,Credit Card,P&C,Bank_Credit Card_Campaign_2,Mobile,49,31,28,15,Paid Display,89,67,Bank Deposits
2025-03-02,MzMyNDY5MTE=,Auto Insurance,P&C,Auto Insurance,P&C,Bank_Deposits_Campaign_2,Offline,46,32,26,13,Paid Social,175,67,Bank Renters
2025-03-15,MzE2NTE2MzU=,Deposits,Bank,Deposits,Bank,P&C_Auto Insurance_Campaign_1,Internet,40,32,20,12,Direct Mail,199,60,P&C Homeowners
2025-02-26,MTU5OTAyNTk=,Auto Insurance,Bank,Renters,P&C,P&C_Homeowners_Campaign_1,Offline,49,37,28,11,Paid Search,110,71,P&C Deposits
2025-04-23,MjgxNDcxNzQ=,Renters,Bank,Deposits,P&C,P&C_Renters_Campaign_1,Offline,47,30,24,13,Paid Display,173,79,P&C Renters
2025-02-24,NTMzMDc1MjI=,Consumer Loans,P&C,Consumer Loans,P&C,P&C_Renters_Campaign_2,Mobile,45,31,26,14,Direct Mail,176,63,P&C Renters
2025-03-02,ODcwNTgxODA=,Homeowners,Bank,Credit Card,P&C,Bank_Credit Card_Campaign_2,Offline,47,31,28,17,Paid Search,86,80,Bank Consumer Loans
2025-02-28,NTA3MjQ2OTQ=,Consumer Loans,Bank,Credit Card,P&C,P&C_Auto Insurance_Campaign_1,Mobile,48,30,27,10,Email,169,64,P&C Credit Card
2025-03-07,NjA3NTkzOTE=,Consumer Loans,Bank,Credit Card,P&C,P&C_Renters_Campaign_1,Mobile,47,35,24,11,Paid Social,83,62,Bank Auto Insurance
2025-02-09,OTQ0Mjk1OTQ=,Homeowners,P&C,Consumer Loans,Bank,P&C_Auto Insurance_Campaign_2,Offline,44,32,25,14,Email,157,79,Bank Renters
2025-03-31,OTU4NjgwMTM=,Renters,P&C,Renters,Bank,Bank_Credit Card_Campaign_2,Mobile,41,33,27,11,Paid Search,178,61,P&C Deposits
2025-02-27,ODgxMzMzMzU=,Deposits,P&C,Renters,P&C,Bank_Credit Card_Campaign_2,Mobile,46,31,24,16,Paid Social,84,74,Bank Credit Card
2025-03-29,MzY5MTMxMzM=,Consumer Loans,Bank,Renters,P&C,P&C_Auto Insurance_Campaign_1,Mobile,46,36,27,11,Paid Social,167,80,Bank Deposits
2025-03-31,Mjc4NjY3Nzk=,Renters,P&C,Auto Insurance,Bank,Bank_Credit Card_Campaign_2,Mobile,44,38,21,16,Paid Display,105,76,Bank Renters
2025-02-03,MjQ1NDg3ODk=,Homeowners,Bank,Renters,Bank,Bank_Consumer Loans_Campaign_1,Offline,43,34,21,18,Direct Mail,131,68,Bank Credit Card
2025-04-19,MzMyNDY5MTE=,Credit Card,Bank,Deposits,Bank,P&C_Auto Insurance_Campaign_1,Offline,40,33,29,12,Paid Search,154,77,P&C Deposits
2025-04-22,OTg5MTIzMjM=,Renters,Bank,Homeowners,Bank,P&C_Auto Insurance_Campaign_1,Mobile,40,38,23,15,Paid Display,150,69,Bank Renters
2025-02-06,ODMwNzcyMTc=,Homeowners,P&C,Auto Insurance,Bank,Bank_Deposits_Campaign_1,Internet,41,39,24,12,Paid Social,130,72,Bank Consumer Loans
2025-05-03,MTgxMjEyMzc=,Deposits,P&C,Consumer Loans,Bank,P&C_Homeowners_Campaign_1,Offline,47,34,27,19,Paid Search,87,73,P&C Consumer Loans
2025-03-31,Nzk2MDI2ODE=,Credit Card,Bank,Auto Insurance,P&C,P&C_Renters_Campaign_2,Offline,47,37,29,13,Paid Social,184,76,P&C Credit Card
2025-04-15,ODUzMDIwMDA=,Deposits,P&C,Homeowners,P&C,P&C_Renters_Campaign_2,Internet,47,33,20,14,Paid Social,135,62,Bank Renters
2025-03-05,MzY3ODc0OTE=,Auto Insurance,P&C,Homeowners,P&C,P&C_Renters_Campaign_1,Internet,41,31,27,16,Paid Social,195,67,Bank Credit Card
2025-04-10,MTM0NDQxMjM=,Renters,P&C,Consumer Loans,Bank,Bank_Credit Card_Campaign_1,Internet,42,30,25,13,Email,159,69,Bank Renters
2025-04-03,MjQ1NDg3ODk=,Deposits,P&C,Auto Insurance,P&C,Bank_Credit Card_Campaign_2,Internet,41,32,20,14,Paid Search,181,77,Bank Homeowners
2025-02-14,NzEyMjY1Mjk=,Auto Insurance,P&C,Credit Card,P&C,Bank_Consumer Loans_Campaign_1,Internet,42,30,29,16,Direct Mail,122,70,P&C Consumer Loans
2025-04-11,Mjg4NDkxOTk=,Auto Insurance,P&C,Deposits,P&C,P&C_Homeowners_Campaign_1,Internet,42,39,28,15,Paid Search,82,72,P&C Deposits
2025-03-12,OTYxNjg2Nzg=,Credit Card,Bank,Auto Insurance,P&C,P&C_Renters_Campaign_2,Mobile,46,37,27,15,Paid Social,94,80,P&C Deposits
2025-02-05,OTgwMzY3NTY=,Renters,Bank,Auto Insurance,Bank,Bank_Deposits_Campaign_2,Offline,45,38,24,19,Paid Social,91,77,P&C Consumer Loans
2025-04-20,OTYxNjg2Nzg=,Deposits,P&C,Renters,P&C,P&C_Auto Insurance_Campaign_2,Mobile,43,35,21,13,Paid Search,191,70,Bank Credit Card
2025-04-22,NjI2NjUxNTM=,Credit Card,Bank,Credit Card,P&C,P&C_Auto Insurance_Campaign_2,Internet,47,34,27,19,Email,139,62,P&C Renters
2025-03-27,OTQ4NzY4Mzg=,Homeowners,P&C,Deposits,Bank,P&C_Auto Insurance_Campaign_1,Offline,43,38,27,14,Paid Social,170,69,Bank Credit Card
2025-03-16,MzMyNDY5MTE=,Auto Insurance,Bank,Renters,Bank,P&C_Homeowners_Campaign_2,Mobile,46,32,26,12,Paid Display,131,70,Bank Deposits
2025-02-28,MTE4NzEwNjk=,Consumer Loans,P&C,Credit Card,Bank,P&C_Renters_Campaign_1,Offline,49,36,23,13,Paid Social,114,70,Bank Auto Insurance
2025-03-23,OTg5MTIzMjM=,Credit Card,P&C,Renters,Bank,Bank_Deposits_Campaign_1,Mobile,40,34,27,14,Paid Search,160,68,P&C Auto Insurance
2025-04-22,MzUwMjE1MjE=,Deposits,P&C,Homeowners,P&C,Bank_Consumer Loans_Campaign_2,Internet,49,32,24,10,Paid Social,84,63,Bank Renters
2025-04-23,MzQ1NTA2NDk=,Homeowners,P&C,Homeowners,P&C,Bank_Deposits_Campaign_2,Internet,42,35,21,11,Paid Social,199,66,P&C Consumer Loans
2025-04-11,ODIxOTE0NzA=,Deposits,P&C,Deposits,P&C,Bank_Consumer Loans_Campaign_2,Mobile,42,37,26,15,Paid Social,128,68,P&C Consumer Loans
2025-02-27,MTE4NzEwNjk=,Homeowners,Bank,Auto Insurance,P&C,Bank_Consumer Loans_Campaign_2,Mobile,49,36,23,16,Paid Display,133,70,Bank Homeowners
2025-04-26,MjUzMzM3Mzc=,Homeowners,P&C,Homeowners,P&C,P&C_Homeowners_Campaign_1,Offline,46,31,21,15,Email,92,76,P&C Deposits
2025-04-09,NzMxMzQyMjE=,Renters,P&C,Deposits,Bank,P&C_Auto Insurance_Campaign_2,Offline,43,38,29,13,Paid Search,124,78,Bank Auto Insurance
2025-03-05,ODI1NjMwMjE=,Renters,Bank,Credit Card,P&C,P&C_Renters_Campaign_2,Mobile,46,35,27,10,Paid Social,90,71,P&C Deposits
2025-02-05,ODUxODExNTQ=,Homeowners,P&C,Homeowners,Bank,Bank_Credit Card_Campaign_1,Offline,43,30,25,11,Direct Mail,90,77,P&C Renters
2025-04-29,NDY0MDQ5MjQ=,Credit Card,P&C,Consumer Loans,P&C,P&C_Auto Insurance_Campaign_1,Internet,46,35,22,15,Paid Social,174,74,P&C Consumer Loans
2025-03-13,MzY3ODc0OTE=,Consumer Loans,P&C,Homeowners,P&C,P&C_Auto Insurance_Campaign_2,Offline,40,34,27,12,Paid Social,140,73,Bank Credit Card
2025-03-31,OTUyMTE4MTg=,Auto Insurance,P&C,Auto Insurance,Bank,P&C_Renters_Campaign_1,Internet,44,37,23,17,Paid Search,159,74,P&C Renters
2025-03-06,NjM4MzEzNzU=,Credit Card,Bank,Credit Card,Bank,P&C_Auto Insurance_Campaign_2,Mobile,47,36,25,10,Email,82,64,P&C Homeowners
2025-02-15,MTM0NDQxMjM=,Renters,P&C,Credit Card,P&C,Bank_Deposits_Campaign_2,Internet,46,37,29,18,Email,148,78,P&C Renters
2025-04-28,MTQ4MDU0NTA=,Renters,P&C,Consumer Loans,P&C,Bank_Deposits_Campaign_2,Offline,45,33,22,18,Direct Mail,129,70,Bank Credit Card
2025-04-06,MTM2NzI0ODA=,Consumer Loans,P&C,Auto Insurance,Bank,P&C_Homeowners_Campaign_1,Internet,42,35,21,12,Paid Social,117,64,Bank Renters
2025-04-27,MTE4NzEwNjk=,Consumer Loans,P&C,Renters,Bank,P&C_Homeowners_Campaign_1,Internet,44,33,25,15,Paid Search,121,67,Bank Auto Insurance
2025-03-28,MTIwMzc4ODM=,Credit Card,Bank,Consumer Loans,P&C,P&C_Renters_Campaign_2,Mobile,44,39,28,16,Email,158,62,Bank Consumer Loans
2025-04-12,MTc4MjIwOTM=,Consumer Loans,P&C,Homeowners,P&C,P&C_Homeowners_Campaign_1,Mobile,46,30,27,13,Paid Social,143,63,P&C Auto Insurance
2025-03-07,MjgxNDcxNzQ=,Renters,Bank,Renters,Bank,P&C_Homeowners_Campaign_1,Offline,40,35,29,13,Paid Search,83,65,Bank Consumer Loans
2025-02-07,MTc5NzMxMTY=,Consumer Loans,P&C,Auto Insurance,P&C,P&C_Homeowners_Campaign_2,Internet,41,32,27,17,Paid Social,138,76,Bank Renters
2025-03-07,MTMyNzI1NjE=,Homeowners,Bank,Renters,Bank,P&C_Renters_Campaign_1,Offline,41,38,23,12,Email,172,74,Bank Auto Insurance
